ticket_id,cliente_id,titulo,categoria,prioridade,data_abertura,data_primeira_resposta,data_solucao,sla_resposta_alvo_hs,sla_solucao_alvo_hs,horas_consumidas,status,consultor,cumpre_sla_resposta,cumpre_sla_solucao
TCK-1125,CLI-007,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-05-06 12:46:00,2026-05-06 16:09:24,2026-05-07 08:16:00,4,24,1.0,Fechado,Carlos Oliveira,True,True
TCK-1126,CLI-004,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Crítica,2026-02-21 12:28:00,2026-02-21 12:57:24,2026-02-21 13:56:48,1,4,5.0,Fechado,Beatriz Lima,True,True
TCK-1127,CLI-006,Falha na integração via API com ERP,Suporte & Erros,Crítica,2026-03-01 12:43:00,2026-03-01 13:12:24,,1,4,2.8,Aguardando Cliente,Mariana Costa,True,
TCK-1128,CLI-006,Lentidão na geração de relatórios mensais,Suporte & Erros,Alta,2026-07-04 08:00:00,2026-07-04 09:42:36,2026-07-04 13:57:00,2,8,1.4,Fechado,Mariana Costa,True,True
TCK-1129,CLI-004,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-05-22 10:08:00,2026-05-22 12:41:36,2026-05-23 04:35:36,4,24,2.9,Fechado,Mariana Costa,True,True
TCK-1130,CLI-004,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-02-11 14:01:00,2026-02-11 14:23:12,2026-02-11 23:37:00,4,24,1.7,Fechado,Beatriz Lima,True,True
TCK-1131,CLI-005,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Baixa,2026-05-15 08:20:00,2026-05-15 15:09:48,2026-05-16 16:18:12,8,48,1.6,Fechado,Ana Silva,True,True
TCK-1132,CLI-003,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Média,2026-05-23 17:25:00,2026-05-23 18:54:24,2026-05-24 01:52:00,4,24,1.5,Fechado,Carlos Oliveira,True,True
TCK-1133,CLI-004,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Alta,2026-07-13 09:33:00,2026-07-13 11:11:24,2026-07-13 15:17:24,2,8,10.1,Fechado,Rodrigo Santos,True,True
TCK-1134,CLI-010,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Média,2026-03-10 12:12:00,2026-03-10 12:50:24,2026-03-10 14:36:00,4,24,11.5,Fechado,Ana Silva,True,True
TCK-1135,CLI-003,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-06-29 15:43:00,2026-06-29 19:29:48,2026-06-29 21:42:24,2,8,3.1,Fechado,Rodrigo Santos,False,True
TCK-1136,CLI-008,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Baixa,2026-02-18 15:28:00,2026-02-18 21:13:00,2026-02-19 10:31:36,8,48,2.4,Fechado,Mariana Costa,True,True
TCK-1137,CLI-006,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-02-15 13:53:00,2026-02-15 15:05:00,2026-02-15 23:54:48,2,8,2.3,Fechado,Ana Silva,True,False
TCK-1138,CLI-004,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Baixa,2026-06-22 08:28:00,2026-06-22 23:40:00,2026-06-23 16:41:12,8,48,2.0,Fechado,Rodrigo Santos,False,True
TCK-1139,CLI-010,Bug na exibição do gráfico de vendas,Suporte & Erros,Alta,2026-04-29 09:32:00,2026-04-29 09:42:12,2026-04-29 16:40:24,2,8,2.1,Fechado,Ana Silva,True,True
TCK-1140,CLI-004,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Baixa,2026-05-07 12:24:00,2026-05-07 14:54:00,2026-05-08 23:03:36,8,48,2.4,Fechado,Lucas Mendes,True,True
TCK-1141,CLI-005,Falha na integração via API com ERP,Suporte & Erros,Média,2026-06-23 18:24:00,2026-06-23 21:01:48,2026-06-24 14:14:24,4,24,3.1,Fechado,Ana Silva,True,True
TCK-1142,CLI-008,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Alta,2026-07-20 10:58:00,2026-07-20 12:43:00,2026-07-20 14:58:36,2,8,5.6,Fechado,Rodrigo Santos,True,True
TCK-1143,CLI-006,Falha na integração via API com ERP,Suporte & Erros,Baixa,2026-05-08 18:50:00,2026-05-08 19:50:36,2026-05-10 11:48:48,8,48,3.5,Fechado,Rodrigo Santos,True,True
TCK-1144,CLI-009,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Crítica,2026-07-22 14:32:00,2026-07-22 14:55:24,2026-07-22 15:45:48,1,4,5.8,Fechado,Beatriz Lima,True,True
TCK-1145,CLI-004,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Alta,2026-03-08 10:04:00,2026-03-08 11:30:24,2026-03-08 14:42:24,2,8,2.7,Fechado,Carlos Oliveira,True,True
TCK-1146,CLI-005,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-04-28 17:08:00,2026-04-28 17:46:24,2026-04-29 08:21:12,4,24,2.4,Fechado,Beatriz Lima,True,True
TCK-1147,CLI-008,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Baixa,2026-05-17 13:43:00,2026-05-17 20:41:48,2026-05-18 23:59:48,8,48,9.7,Fechado,Ana Silva,True,True
TCK-1148,CLI-003,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Média,2026-04-21 15:57:00,2026-04-21 17:20:24,2026-04-24 10:31:12,4,24,6.3,Fechado,Carlos Oliveira,True,False
TCK-1149,CLI-006,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Alta,2026-06-16 14:10:00,2026-06-16 15:37:36,2026-06-16 17:13:00,2,8,5.8,Fechado,Rodrigo Santos,True,True
TCK-1150,CLI-005,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Alta,2026-06-13 09:18:00,2026-06-13 09:40:12,,2,8,2.1,Em Andamento,Ana Silva,True,
TCK-1151,CLI-007,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-02-24 11:52:00,2026-02-24 13:11:12,2026-02-24 14:27:24,4,24,2.0,Fechado,Mariana Costa,True,True
TCK-1152,CLI-010,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-05-07 11:01:00,2026-05-07 11:28:00,2026-05-07 18:41:12,4,24,3.0,Fechado,Ana Silva,True,True
TCK-1153,CLI-010,Falha na integração via API com ERP,Suporte & Erros,Alta,2026-03-08 15:28:00,2026-03-08 17:06:24,2026-03-08 18:28:00,2,8,0.9,Fechado,Mariana Costa,True,True
TCK-1154,CLI-010,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Baixa,2026-04-15 11:19:00,2026-04-15 13:06:24,2026-04-16 14:58:36,8,48,0.7,Fechado,Ana Silva,True,True
TCK-1155,CLI-010,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-02-05 18:32:00,2026-02-05 23:44:00,,8,48,1.5,Em Andamento,Rodrigo Santos,True,
TCK-1156,CLI-010,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Baixa,2026-04-03 17:26:00,2026-04-03 22:16:24,2026-04-04 12:14:00,8,48,3.4,Fechado,Lucas Mendes,True,True
TCK-1157,CLI-008,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-06-01 08:40:00,2026-06-01 09:23:48,2026-06-01 11:50:12,2,8,0.7,Fechado,Mariana Costa,True,True
TCK-1158,CLI-010,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Média,2026-04-27 10:02:00,2026-04-27 11:18:48,2026-04-28 04:13:24,4,24,8.7,Fechado,Rodrigo Santos,True,True
TCK-1159,CLI-009,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Alta,2026-02-17 15:02:00,2026-02-17 15:12:12,2026-02-17 15:41:36,2,8,3.3,Fechado,Carlos Oliveira,True,True
TCK-1160,CLI-009,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Crítica,2026-06-02 12:02:00,2026-06-02 12:17:00,2026-06-02 14:56:36,1,4,5.5,Fechado,Rodrigo Santos,True,True
TCK-1161,CLI-007,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Crítica,2026-05-06 14:56:00,2026-05-06 15:23:00,2026-05-06 21:38:36,1,4,3.1,Fechado,Ana Silva,True,False
TCK-1162,CLI-003,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-04-10 09:46:00,2026-04-10 11:22:36,,4,24,4.0,Em Andamento,Rodrigo Santos,True,
TCK-1163,CLI-004,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Crítica,2026-04-24 09:05:00,2026-04-24 09:25:24,2026-04-24 11:49:24,1,4,3.2,Fechado,Lucas Mendes,True,True
TCK-1164,CLI-001,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Crítica,2026-02-11 13:39:00,2026-02-11 15:07:48,2026-02-12 00:30:00,1,4,2.3,Fechado,Mariana Costa,False,False
TCK-1165,CLI-005,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Alta,2026-07-24 10:01:00,2026-07-24 11:08:48,,2,8,3.2,Em Andamento,Rodrigo Santos,True,
TCK-1166,CLI-009,Lentidão na geração de relatórios mensais,Suporte & Erros,Baixa,2026-04-02 18:23:00,2026-04-03 01:13:24,2026-04-03 06:58:24,8,48,1.8,Fechado,Ana Silva,True,True
TCK-1167,CLI-005,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Crítica,2026-02-20 17:08:00,2026-02-20 17:33:12,2026-02-20 18:29:36,1,4,2.7,Fechado,Mariana Costa,True,True
TCK-1168,CLI-001,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-05-11 16:07:00,2026-05-11 17:07:36,,4,24,2.1,Em Andamento,Rodrigo Santos,True,
TCK-1169,CLI-009,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Alta,2026-06-06 11:07:00,2026-06-06 11:20:48,,2,8,1.1,Aguardando Cliente,Beatriz Lima,True,
TCK-1170,CLI-005,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Crítica,2026-04-23 18:22:00,2026-04-23 18:54:24,2026-04-23 19:58:00,1,4,2.6,Fechado,Beatriz Lima,True,True
TCK-1171,CLI-006,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Média,2026-03-30 09:12:00,2026-03-30 10:07:48,2026-03-30 17:43:12,4,24,7.5,Fechado,Rodrigo Santos,True,True
TCK-1172,CLI-010,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-07-07 09:04:00,2026-07-07 16:16:00,2026-07-08 11:17:12,8,48,2.8,Fechado,Carlos Oliveira,True,True
TCK-1173,CLI-007,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-04-23 18:04:00,2026-04-23 20:32:48,2026-04-24 13:21:24,4,24,2.8,Fechado,Carlos Oliveira,True,True
TCK-1174,CLI-010,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-05-22 16:58:00,2026-05-22 19:58:36,2026-05-23 01:46:00,4,24,1.0,Fechado,Carlos Oliveira,True,True
TCK-1175,CLI-001,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Média,2026-04-14 09:16:00,2026-04-14 12:43:00,2026-04-15 00:08:12,4,24,8.0,Fechado,Rodrigo Santos,True,True
TCK-1176,CLI-010,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Média,2026-03-16 17:37:00,2026-03-16 20:01:36,2026-03-17 07:43:00,4,24,3.0,Fechado,Beatriz Lima,True,True
TCK-1177,CLI-001,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-02-21 08:41:00,2026-02-21 09:14:00,2026-02-21 13:07:24,2,8,2.4,Fechado,Ana Silva,True,True
TCK-1178,CLI-006,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-06-20 12:41:00,2026-06-20 19:47:00,2026-06-21 05:47:00,4,24,1.4,Fechado,Beatriz Lima,False,True
TCK-1179,CLI-002,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-05-24 14:30:00,2026-05-24 15:47:24,2026-05-25 09:18:36,4,24,1.5,Fechado,Carlos Oliveira,True,True
TCK-1180,CLI-003,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-05-06 16:35:00,2026-05-06 17:32:00,2026-05-07 02:55:24,4,24,2.8,Fechado,Carlos Oliveira,True,True
TCK-1181,CLI-007,Falha na integração via API com ERP,Suporte & Erros,Alta,2026-07-08 14:15:00,2026-07-08 18:58:48,,2,8,3.3,Aguardando Cliente,Mariana Costa,False,
TCK-1182,CLI-006,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-03-13 15:32:00,2026-03-13 18:42:48,2026-03-13 20:33:12,4,24,1.7,Fechado,Carlos Oliveira,True,True
TCK-1183,CLI-001,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-06-30 13:03:00,2026-06-30 14:52:48,2026-07-02 18:08:24,4,24,1.9,Fechado,Carlos Oliveira,True,False
TCK-1184,CLI-004,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-05-22 10:56:00,2026-05-22 12:18:48,2026-05-22 13:25:24,4,24,0.7,Fechado,Ana Silva,True,True
TCK-1185,CLI-005,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-06-22 12:04:00,2026-06-22 13:44:48,,4,24,2.4,Em Andamento,Lucas Mendes,True,
TCK-1186,CLI-004,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-02-25 14:23:00,2026-02-25 15:40:24,,4,24,3.8,Aguardando Cliente,Carlos Oliveira,True,
TCK-1187,CLI-002,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Alta,2026-06-11 14:32:00,2026-06-11 14:42:12,2026-06-11 20:23:36,2,8,7.0,Fechado,Rodrigo Santos,True,True
TCK-1188,CLI-001,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Baixa,2026-03-08 13:59:00,2026-03-08 15:14:00,2026-03-13 07:06:48,8,48,4.6,Fechado,Rodrigo Santos,True,False
TCK-1189,CLI-004,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-06-17 15:45:00,2026-06-17 17:30:36,2026-06-18 00:13:12,4,24,2.7,Fechado,Rodrigo Santos,True,True
TCK-1190,CLI-006,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-07-27 18:01:00,2026-07-27 19:02:48,2026-07-28 15:02:48,4,24,2.2,Fechado,Lucas Mendes,True,True
TCK-1191,CLI-007,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Baixa,2026-06-03 10:33:00,2026-06-03 15:03:00,2026-06-06 03:24:36,8,48,8.6,Fechado,Rodrigo Santos,True,False
TCK-1192,CLI-001,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Média,2026-03-01 11:01:00,2026-03-01 12:35:12,2026-03-01 16:49:36,4,24,2.0,Fechado,Beatriz Lima,True,True
TCK-1193,CLI-006,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Baixa,2026-02-16 10:33:00,2026-02-16 12:57:36,2026-02-17 10:29:24,8,48,1.4,Fechado,Beatriz Lima,True,True
TCK-1194,CLI-008,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-04-29 16:22:00,2026-04-29 19:30:24,,4,24,2.9,Em Andamento,Rodrigo Santos,True,
TCK-1195,CLI-006,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-03-22 11:17:00,2026-03-22 12:10:24,2026-03-24 01:49:24,4,24,3.7,Fechado,Mariana Costa,True,False
TCK-1196,CLI-004,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Baixa,2026-06-03 13:35:00,2026-06-04 07:17:36,2026-06-04 10:34:24,8,48,8.6,Fechado,Lucas Mendes,False,True
TCK-1197,CLI-009,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Média,2026-03-10 12:02:00,2026-03-10 14:38:00,2026-03-10 23:09:12,4,24,1.3,Fechado,Lucas Mendes,True,True
TCK-1198,CLI-003,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Baixa,2026-06-18 12:59:00,2026-06-18 15:00:48,2026-06-19 21:33:48,8,48,1.2,Fechado,Carlos Oliveira,True,True
TCK-1199,CLI-001,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Baixa,2026-07-14 11:03:00,2026-07-14 13:30:00,2026-07-15 17:19:12,8,48,0.9,Fechado,Carlos Oliveira,True,True
TCK-1200,CLI-004,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-07-18 15:30:00,2026-07-18 16:53:24,2026-07-18 18:41:24,2,8,0.7,Fechado,Mariana Costa,True,True
TCK-1201,CLI-006,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Média,2026-06-17 08:58:00,2026-06-17 15:42:24,2026-06-20 01:28:00,4,24,0.6,Fechado,Carlos Oliveira,False,False
TCK-1202,CLI-008,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Média,2026-04-16 08:00:00,2026-04-16 10:12:36,2026-04-18 00:04:12,4,24,1.9,Fechado,Carlos Oliveira,True,False
TCK-1203,CLI-001,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Baixa,2026-06-10 15:17:00,2026-06-10 16:11:00,2026-06-11 11:42:12,8,48,1.3,Fechado,Carlos Oliveira,True,True
TCK-1204,CLI-002,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Alta,2026-04-28 12:36:00,2026-04-28 13:01:48,2026-04-28 17:25:48,2,8,5.8,Fechado,Beatriz Lima,True,True
TCK-1205,CLI-007,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-02-23 14:42:00,2026-02-23 21:46:12,2026-02-25 07:35:24,8,48,0.5,Fechado,Lucas Mendes,True,True
TCK-1206,CLI-009,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Baixa,2026-04-10 13:19:00,2026-04-10 17:29:12,2026-04-11 07:38:48,8,48,1.2,Fechado,Mariana Costa,True,True
TCK-1207,CLI-009,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-03-13 14:43:00,2026-03-13 17:56:48,2026-03-13 23:47:48,4,24,0.9,Fechado,Lucas Mendes,True,True
TCK-1208,CLI-006,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-03-29 11:08:00,2026-03-29 12:49:24,2026-03-31 04:46:24,4,24,6.2,Fechado,Rodrigo Santos,True,False
TCK-1209,CLI-010,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-03-28 11:43:00,2026-03-28 14:52:36,2026-03-28 23:13:36,4,24,2.6,Fechado,Beatriz Lima,True,True
TCK-1210,CLI-003,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Crítica,2026-02-16 16:57:00,2026-02-16 17:30:36,2026-02-16 18:38:24,1,4,4.1,Fechado,Ana Silva,True,True
TCK-1211,CLI-006,Lentidão na geração de relatórios mensais,Suporte & Erros,Alta,2026-06-30 15:05:00,2026-06-30 18:32:00,2026-06-30 19:12:12,2,8,1.7,Fechado,Beatriz Lima,False,True
TCK-1212,CLI-009,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Baixa,2026-05-30 18:51:00,2026-05-30 19:06:00,,8,48,1.4,Em Andamento,Rodrigo Santos,True,
TCK-1213,CLI-009,Lentidão na geração de relatórios mensais,Suporte & Erros,Média,2026-02-19 08:27:00,2026-02-19 08:46:12,2026-02-22 00:58:48,4,24,0.7,Fechado,Rodrigo Santos,True,False
TCK-1214,CLI-008,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Média,2026-05-16 10:49:00,2026-05-16 13:10:00,2026-05-17 07:43:36,4,24,1.6,Fechado,Lucas Mendes,True,True
TCK-1215,CLI-003,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-05-08 09:43:00,2026-05-08 14:22:00,2026-05-08 16:35:12,2,8,0.9,Fechado,Mariana Costa,False,True
TCK-1216,CLI-008,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Alta,2026-03-05 11:53:00,2026-03-05 12:01:24,2026-03-05 16:50:36,2,8,2.1,Fechado,Rodrigo Santos,True,True
TCK-1217,CLI-010,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-04-05 15:22:00,2026-04-05 16:07:36,2026-04-08 00:59:48,4,24,0.6,Fechado,Carlos Oliveira,True,False
TCK-1218,CLI-008,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-04-03 11:04:00,2026-04-03 11:17:12,2026-04-04 02:23:12,4,24,0.6,Fechado,Ana Silva,True,True
TCK-1219,CLI-010,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-04-01 16:13:00,2026-04-01 19:02:12,2026-04-02 13:41:48,4,24,1.2,Fechado,Mariana Costa,True,True
TCK-1220,CLI-010,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-07-04 18:52:00,2026-07-04 20:01:36,2026-07-05 09:35:12,4,24,1.2,Fechado,Rodrigo Santos,True,True
TCK-1221,CLI-010,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-06-23 17:56:00,2026-06-23 18:38:36,2026-06-24 06:20:36,4,24,2.3,Fechado,Ana Silva,True,True
TCK-1222,CLI-004,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Alta,2026-04-23 14:26:00,2026-04-23 15:10:24,2026-04-23 18:20:00,2,8,7.1,Fechado,Rodrigo Santos,True,True
TCK-1223,CLI-004,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Média,2026-02-15 16:26:00,2026-02-15 23:57:12,2026-02-16 03:31:24,4,24,3.2,Fechado,Mariana Costa,False,True
TCK-1224,CLI-002,Bug na exibição do gráfico de vendas,Suporte & Erros,Baixa,2026-02-24 16:46:00,2026-02-24 17:14:12,2026-02-25 19:10:00,8,48,0.6,Fechado,Lucas Mendes,True,True
TCK-1225,CLI-005,Lentidão na geração de relatórios mensais,Suporte & Erros,Média,2026-07-22 16:13:00,2026-07-22 19:21:24,,4,24,1.7,Em Andamento,Rodrigo Santos,True,
TCK-1226,CLI-003,Lentidão na geração de relatórios mensais,Suporte & Erros,Alta,2026-03-03 15:58:00,2026-03-03 17:05:48,2026-03-03 22:40:00,2,8,2.2,Fechado,Carlos Oliveira,True,True
TCK-1227,CLI-010,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-06-17 18:22:00,2026-06-17 19:43:36,2026-06-19 15:46:36,4,24,6.8,Fechado,Mariana Costa,True,False
TCK-1228,CLI-002,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-05-06 13:26:00,2026-05-06 16:33:12,2026-05-06 17:03:12,4,24,2.2,Fechado,Carlos Oliveira,True,True
TCK-1229,CLI-010,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Crítica,2026-03-12 11:21:00,2026-03-12 11:54:36,2026-03-12 13:40:12,1,4,5.8,Fechado,Lucas Mendes,True,True
TCK-1230,CLI-002,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-07-15 15:29:00,2026-07-15 18:21:48,2026-07-16 07:54:12,4,24,4.9,Fechado,Mariana Costa,True,True
TCK-1231,CLI-005,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-02-09 09:52:00,2026-02-09 12:38:48,2026-02-10 04:32:12,4,24,1.2,Fechado,Rodrigo Santos,True,True
TCK-1232,CLI-005,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Baixa,2026-06-10 15:23:00,2026-06-10 20:00:48,2026-06-15 22:39:48,8,48,8.4,Fechado,Carlos Oliveira,True,False
TCK-1233,CLI-007,Erro de autenticação no portal do cliente,Suporte & Erros,Baixa,2026-06-22 14:00:00,2026-06-22 19:13:48,2026-06-23 06:15:36,8,48,2.0,Fechado,Rodrigo Santos,True,True
TCK-1234,CLI-005,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-02-25 16:09:00,2026-02-25 18:25:12,2026-02-26 01:24:00,4,24,2.9,Fechado,Ana Silva,True,True
TCK-1235,CLI-001,Falha na integração via API com ERP,Suporte & Erros,Crítica,2026-05-29 17:15:00,2026-05-29 18:40:12,,1,4,2.9,Aguardando Cliente,Mariana Costa,False,
TCK-1236,CLI-006,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-05-15 14:24:00,2026-05-15 14:42:00,2026-05-15 18:31:12,4,24,2.0,Fechado,Ana Silva,True,True
TCK-1237,CLI-001,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Baixa,2026-02-25 16:58:00,2026-02-25 18:34:00,,8,48,3.5,Em Andamento,Rodrigo Santos,True,
TCK-1238,CLI-006,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-02-12 09:43:00,2026-02-12 19:09:24,2026-02-12 19:44:48,4,24,3.3,Fechado,Lucas Mendes,False,True
TCK-1239,CLI-004,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Baixa,2026-07-01 10:48:00,2026-07-01 16:43:48,2026-07-04 16:01:12,8,48,5.4,Fechado,Carlos Oliveira,True,False
TCK-1240,CLI-007,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Alta,2026-06-19 13:24:00,2026-06-19 13:44:24,2026-06-20 08:03:00,2,8,2.0,Fechado,Beatriz Lima,True,False
TCK-1241,CLI-008,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Média,2026-05-23 11:53:00,2026-05-23 14:06:12,2026-05-24 01:43:24,4,24,7.8,Fechado,Ana Silva,True,True
TCK-1242,CLI-001,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Média,2026-04-11 15:31:00,2026-04-11 17:33:24,2026-04-11 21:21:24,4,24,5.5,Fechado,Beatriz Lima,True,True
TCK-1243,CLI-008,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Baixa,2026-04-17 11:45:00,2026-04-17 13:45:00,,8,48,1.8,Aguardando Cliente,Rodrigo Santos,True,
TCK-1244,CLI-005,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-05-04 09:05:00,2026-05-04 10:15:48,2026-05-04 15:54:48,4,24,2.9,Fechado,Lucas Mendes,True,True
TCK-1245,CLI-002,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Baixa,2026-06-23 16:32:00,2026-06-23 16:49:24,2026-06-23 20:59:36,8,48,7.8,Fechado,Mariana Costa,True,True
TCK-1246,CLI-001,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-04-16 14:24:00,2026-04-16 17:02:24,2026-04-17 11:51:36,4,24,3.5,Fechado,Ana Silva,True,True
TCK-1247,CLI-009,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-05-09 10:08:00,2026-05-09 11:10:24,2026-05-09 14:46:24,4,24,1.3,Fechado,Beatriz Lima,True,True
TCK-1248,CLI-005,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Crítica,2026-05-04 12:15:00,2026-05-04 12:45:00,2026-05-04 14:16:48,1,4,2.8,Fechado,Ana Silva,True,True
TCK-1249,CLI-002,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-07-09 14:51:00,2026-07-09 16:29:24,,4,24,2.0,Aguardando Cliente,Lucas Mendes,True,
TCK-1250,CLI-010,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-04-24 17:44:00,2026-04-24 18:21:48,2026-04-25 15:42:12,2,8,1.4,Fechado,Lucas Mendes,True,False
